"Test_Complete_Year","Organism","sum_Amikacin","sum_Amoxicillin","sum_Ampicillin","sum_Azithromycin","sum_Bacitracin","sum_Cefalexin","sum_Cefazolin","sum_Cefiofur","sum_Cefovecin","sum_Cefoxitin","sum_Cefpodoxime","sum_Ceftazidime","sum_Ceftiofur","sum_Cephalexin","sum_Cephalothin","sum_Chloramphenicol","sum_Chlortetracycline","sum_Ciprofloxacin","sum_Clarithromycin","sum_Clindamycin","sum_CTZD","sum_Danofloxacin","sum_Doxycycline","sum_Enrofloxacin","sum_Erythromycin","sum_Florfenicol","sum_Gamithromycin","sum_Gentamicin","sum_Imipenem","sum_Marbofloxacin","sum_Minocycline","sum_Moxifloxacin","sum_Neomycin","sum_Nitrofurantoin","sum_Novobiocin","sum_Ofloxacin","sum_Orbifloxacin","sum_Oxacillin","sum_OXYT","sum_Oxytetracycline","sum_Penicillin","sum_Pirlimycin","sum_Pradofloxacin","sum_Rifampin","sum_Spectinomycin","sum_Streptomycin","sum_Sulphadimethoxime","sum_Sulphadimethoxine","sum_Sulphathiazole","sum_Tetracycline","sum_Tiamulin","sum_Ticarcillin","sum_Tildipirosin","sum_Tilmicosin","sum_Tobramycin","sum_Trimethoprim","sum_Tulathromycin","sum_Tylosin","sum_Vancomycin"
"2016","Corynebacterium urealyticum",0,2,2,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,6,0,0,0,8,6,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0
"2016","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Enterobacter aerogenes",0,26,26,0,4,17,32,0,2,9,2,1,4,0,0,2,0,0,0,10,0,0,1,0,11,0,0,2,0,0,0,0,0,0,0,0,0,11,0,1,12,0,0,0,0,0,0,0,0,1,1,5,0,1,3,2,0,0,0
"2016","Enterobacter asburiae",1,18,20,0,0,7,21,0,8,1,8,2,0,10,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Enterobacter cloacae",4,92,126,0,2,45,124,0,39,28,24,41,27,19,0,44,1,0,0,38,0,0,30,26,36,4,0,51,0,23,0,1,2,0,0,1,21,54,0,2,64,0,0,11,1,0,1,4,0,40,10,24,0,10,2,59,0,0,0
"2016","Enterobacter cloacae complex",0,17,18,0,0,0,20,0,8,17,8,0,10,0,0,4,0,0,0,17,0,0,6,4,20,0,0,7,0,4,0,0,0,0,0,0,0,20,0,0,20,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
"2016","Enterobacter ludwigii",0,10,9,0,0,3,10,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2016","Enterobacter sp.",1,19,20,0,1,5,20,0,9,1,7,4,0,14,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2016","Enterococcus avium",12,0,0,0,0,0,14,0,14,5,10,0,5,0,5,0,0,0,0,14,0,0,0,4,1,0,0,12,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"2016","Enterococcus canintestini",14,0,0,0,0,0,15,0,15,3,4,0,3,0,1,0,0,0,0,15,0,0,1,0,4,0,0,14,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"2016","Enterococcus faecalis",301,8,10,0,16,3,411,0,344,104,169,13,138,1,25,24,0,1,0,152,0,0,26,22,100,1,0,305,1,13,3,0,24,0,0,2,0,388,0,10,17,0,10,349,4,3,1,4,0,10,5,7,0,1,19,110,0,1,0
"2016","Enterococcus faecium",155,209,215,0,2,1,211,0,190,56,83,4,66,0,8,21,4,0,0,79,0,1,36,62,140,0,0,160,68,10,3,0,7,33,0,0,0,201,0,5,222,0,4,207,3,0,0,5,0,10,1,54,0,2,2,56,0,0,0
"2016","Enterococcus sp.",193,45,56,0,5,0,217,0,190,143,159,21,172,0,12,13,3,0,0,187,0,0,38,82,68,1,0,196,45,1,0,0,8,0,0,0,0,190,0,8,63,0,0,107,1,1,3,0,0,15,2,49,0,3,5,160,0,0,0
"2016","Escherichia coli",34,928,1482,0,40,293,651,0,503,107,553,152,186,233,24,231,39,11,0,789,1,0,489,412,693,38,0,231,2,412,1,0,11,5,1,1,255,775,0,54,868,8,7,32,8,2,24,19,0,435,78,216,0,81,6,499,1,5,0
"2016","Escherichia hermannii",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Gallibacterium anatis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Gramnegative Rod",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Gramnegative organism",1,2,4,0,1,0,4,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2016","Gramnegative rod",0,6,5,0,8,3,13,0,7,5,5,0,4,0,0,7,0,0,0,20,0,0,3,2,10,0,0,3,3,0,0,0,0,0,0,0,0,11,0,2,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
"2016","Grampositive organism",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Haemophilus haemoglobinophilus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Histophilus somni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,0,0,0,0,0,2,0,0,2,1,0
"2016","Klebsiella oxytoca",3,17,67,0,1,5,38,0,5,1,4,3,5,3,0,11,0,0,0,21,0,0,7,4,20,1,0,11,0,0,0,0,0,0,2,0,2,22,0,0,26,1,0,3,0,0,0,2,0,10,1,5,0,1,0,13,0,1,0
"2016","Klebsiella pneumoniae",6,38,172,0,0,17,61,0,37,2,26,27,30,11,0,38,2,0,0,49,0,0,57,23,56,5,0,52,0,20,0,0,0,0,0,0,21,71,0,2,76,2,0,13,1,0,0,2,0,53,5,32,0,5,0,63,1,0,0
"2016","Klebsiella sp.",0,5,6,0,0,5,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2016","Leclercia adecarboxylata",0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"2016","Listeria monocytogenes",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2016","Mannheimia haemolytica",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,3,0,3,0,0,0,0,3,0,0,0,0,1,0,4,3,1,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,14,0
"2016","Methylobacterium sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Micrococcus luteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Micrococcus sp.",0,0,2,0,0,0,1,0,4,1,2,0,2,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2016","Moraxella bovis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Moraxella sp.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"2016","Moraxella spp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2016","Morganella morgani ss morganii",0,17,24,0,1,11,22,0,2,0,0,1,2,0,1,9,1,0,0,8,0,0,15,4,10,2,0,3,1,2,0,0,0,0,0,0,3,11,0,2,13,1,0,2,1,0,2,0,0,12,2,1,0,2,1,6,0,0,0
"2016","Neisseria flavescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2016","Neisseria sp.",0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2016","Neisseria weaveri",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Neisseria zoodegmatis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2016","Ochrobactrum intermedium",0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Pantoea agglomerans",0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"2016","Pantoea sp.",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2016","Pasteurella canis",0,2,1,0,5,0,4,0,3,0,0,0,1,0,0,2,0,0,0,20,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2016","Pasteurella dagmatis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2016","Pasteurella multocida",0,5,6,0,4,0,4,0,4,0,3,1,0,0,0,4,1,0,0,62,0,0,0,3,6,0,0,1,0,0,0,0,8,0,0,0,0,9,0,4,28,0,0,0,2,0,7,4,0,7,4,0,0,3,0,5,0,0,0
"2016","Pasteurella pneumotropica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Pasteurella sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2016","Pasteurella stomatis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Proteus mirabilis",15,88,140,0,21,45,149,0,41,10,41,6,9,64,1,42,5,1,0,155,0,0,611,29,154,4,0,62,0,21,0,0,0,3,0,0,27,153,0,27,160,0,1,2,4,2,2,0,0,476,5,4,0,5,6,71,3,2,0
"2016","Proteus vulgaris",0,2,32,0,3,5,18,0,0,0,0,0,1,2,1,2,3,0,0,12,0,0,15,3,10,2,0,2,0,1,0,0,0,0,0,0,0,13,0,5,19,1,0,3,4,0,1,1,0,19,6,0,0,6,0,5,2,0,0
"2016","Providencia stuartii",0,3,5,0,0,3,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,3,1,1,0,3,0,2,0,0,1,0,0,0,2,1,0,1,2,0,1,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0
"2016","Pseudomonas aeruginosa",12,408,482,0,58,192,487,0,359,133,224,5,232,78,1,468,13,5,0,158,0,0,441,74,152,20,0,27,7,4,1,7,13,2,0,2,8,154,0,71,191,1,3,12,18,0,5,15,0,169,21,15,0,21,1,237,0,0,0
"2016","Pseudomonas fulva",0,3,4,0,0,3,4,0,2,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
"2016","Pseudomonas koreensis",0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2016","Pseudomonas putida",0,5,5,0,0,1,5,0,4,4,3,0,4,0,0,4,0,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0
"2016","Pseudomonas sp.",0,6,13,0,0,4,13,0,5,4,4,0,6,1,0,7,0,0,0,6,0,1,2,0,5,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,2,0,0,1,2,0,2,0,6,1,1,0
"2016","Pseudomonas stutzeri",0,1,1,0,0,1,3,0,1,2,1,0,1,0,1,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2016","Rhizobium radiobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Rhodococcus equi",0,0,14,0,0,0,13,0,0,0,0,13,7,0,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0
"2016","Rothia nasimurium",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2016","Salmonella sp.",22,0,28,0,0,1,25,0,0,0,0,8,9,3,0,13,2,0,0,17,0,0,11,2,3,4,0,38,0,0,0,0,10,0,0,0,0,22,0,2,38,0,0,0,2,0,2,10,0,18,16,3,0,16,0,4,0,0,0
"2016","Salmonella sp. Group B",0,0,4,0,0,0,2,0,0,0,0,2,3,0,0,0,3,0,0,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,0,3,9,0,0,0,0,0,3,0,0,1,4,2,0,4,0,0,0,0,0
"2016","Salmonella sp. Group C1",1,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,3,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0
"2016","Serratia marcescens",0,49,45,0,4,20,57,0,2,9,2,0,1,10,1,8,0,0,0,19,0,0,9,1,19,0,0,0,0,0,0,0,0,0,0,0,2,22,0,4,23,1,0,1,0,0,0,1,0,24,0,0,0,0,2,1,0,0,0
"2016","Shewanella putrefaciens",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Sphingomonas parapaucimobilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Sphingomonas paucimobilis",0,0,1,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2016","Staphylococcus aur. ss aureus",8,24,86,5,4,0,26,0,22,14,22,4,18,0,8,1,3,1,5,24,0,0,2,19,43,4,0,16,19,19,0,1,2,0,0,0,0,26,0,4,83,0,0,2,8,0,2,0,0,14,0,18,0,2,1,10,0,0,0
"2016","Staphylococcus coagulase Culture Negative Group",21,122,177,10,24,0,144,0,122,79,122,18,103,0,43,9,3,7,8,114,0,0,36,26,166,2,0,25,102,30,0,7,5,1,0,0,0,140,0,10,203,0,1,4,8,0,1,3,1,29,4,101,0,2,6,44,0,0,0
"2016","Staphylococcus intermedius",1,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0
"2016","Staphylococcus pseudintermedius",131,655,1481,0,146,2,663,0,667,89,667,1,117,0,563,282,0,38,0,823,0,0,628,632,887,0,0,402,140,632,291,47,27,2,0,12,0,651,0,80,1567,1,11,26,0,0,0,1,0,592,0,95,0,0,31,790,0,0,1
"2016","Staphylococcus schleiferi",2,33,35,0,12,0,33,0,33,1,33,0,1,0,32,1,0,1,0,4,0,0,8,29,4,0,0,7,1,30,2,2,0,0,0,1,0,33,0,0,34,0,0,3,0,0,0,0,0,7,0,1,0,0,0,2,0,0,0
"2016","Staphylococcus schleiferi - coag neg",3,27,28,0,11,0,27,0,28,5,28,0,10,0,22,0,0,5,0,2,0,0,2,21,1,0,0,5,14,23,0,3,1,0,0,0,0,27,0,0,28,0,0,1,0,0,0,0,0,1,0,5,0,0,3,2,0,0,1
"2016","Staphylococcus schleiferi - coag pos",2,5,6,0,5,0,4,0,6,2,6,0,3,0,2,1,0,1,0,2,0,0,0,5,2,0,0,4,2,7,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"2016","Staphylococcus schleiferi coag neg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Staphylococcus schleiferi coag positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Staphylococcus sp.",0,3,7,0,2,0,3,0,3,2,3,0,3,0,1,2,0,1,0,5,0,0,5,3,6,0,0,1,2,3,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0
"2016","Streptococcus agalactiae",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus alpha hemolytic",33,3,7,6,12,0,26,0,17,14,17,6,22,0,0,16,13,1,9,27,0,0,34,75,91,1,0,25,5,40,0,0,16,3,0,0,0,30,0,20,56,0,0,6,2,0,13,7,1,12,2,9,0,3,2,31,0,0,0
"2016","Streptococcus beta group - B",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus beta group - C",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus beta haemolytic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus canis",15,8,12,0,89,0,11,0,13,2,10,0,5,0,4,4,0,4,0,72,0,0,73,39,99,0,0,2,1,31,1,1,26,2,0,13,0,12,0,29,23,0,0,0,1,0,0,0,0,4,1,3,0,1,2,1,0,0,0
"2016","Streptococcus dys ss dysgalactiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0
"2016","Streptococcus dys. ss equisimilis",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2016","Streptococcus dysgalact. ss equisimilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus dysgalactiae",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus equi ss zooepidemicus",8,0,2,5,8,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,7,5,0,0,2,1,0,0,0,3,0,0,0,0,4,0,2,4,0,0,1,0,0,0,0,0,25,0,1,0,0,1,2,0,0,0
"2016","Streptococcus equi ssp equi",11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2016","Streptococcus gp. B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus group C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus non-hemolytic",3,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2016","Streptococcus pneumoniae",1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","Streptococcus sp.",0,2,2,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4,0,0,8,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2016","Streptococcus uberis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
"2016","Trueperella pyogenes",0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,20,0,0,0,0,0,3,0,2,0,0,0,0,5,0,0,0,0,1,0,1,2,1,0,0,1,0,4,14,0,11,0,0,0,4,0,1,0,0,0
"2017","Achromobacter sp.",0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017","Acinetobacterer lwoffi",0,0,2,0,0,0,2,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2017","Acinetobacterer sp.",2,5,11,0,2,3,27,0,6,3,4,1,10,0,1,8,0,0,0,4,0,0,1,3,8,0,0,4,0,0,0,0,0,0,0,0,0,15,0,1,21,1,0,2,0,0,0,0,0,3,0,5,0,0,0,10,0,0,0
