"Organism","Antibiotic","R_count","NI_count","Blank_count","Category"
"Bacillus mycoides","Oxytetracycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Penicillin",0,1,0,"NI Dominant"
"Bacillus mycoides","Pirlimycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Pradofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Rifampin",0,0,0,"Mixed/Blank Dominant"
"Bacillus mycoides","Spectinomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Streptomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Sulphadimethoxime",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Sulphadimethoxine",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Sulphathiazole",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Tetracycline",0,0,0,"Mixed/Blank Dominant"
"Bacillus mycoides","Tiamulin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Ticarcillin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Tildipirosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Tilmicosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Tobramycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Bacillus mycoides","Tulathromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Tylosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus mycoides","Vancomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Amikacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Amoxicillin",0,1,2,"Mixed/Blank Dominant"
"Bacillus pumilus","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus pumilus","Azithromycin",0,1,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Bacitracin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","CTZD",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Cefalexin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Cefazolin",0,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Cefiofur",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Cefovecin",0,1,2,"Mixed/Blank Dominant"
"Bacillus pumilus","Cefoxitin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Cefpodoxime",1,1,2,"Mixed/Blank Dominant"
"Bacillus pumilus","Ceftazidime",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Ceftiofur",0,0,3,"Mixed/Blank Dominant"
"Bacillus pumilus","Cephalexin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Cephalothin",0,1,2,"Mixed/Blank Dominant"
"Bacillus pumilus","Chloramphenicol",0,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Chlortetracycline",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Ciprofloxacin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Clarithromycin",0,1,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Clindamycin",1,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Danofloxacin",0,1,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Doxycycline",0,1,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Enrofloxacin",0,5,0,"NI Dominant"
"Bacillus pumilus","Erythromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Florfenicol",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Gamithromycin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Gentamicin",0,0,0,"Mixed/Blank Dominant"
"Bacillus pumilus","Imipenem",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Marbofloxacin",0,3,2,"NI Dominant"
"Bacillus pumilus","Minocycline",0,1,2,"Mixed/Blank Dominant"
"Bacillus pumilus","Moxifloxacin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Neomycin",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Nitrofurantoin",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Novobiocin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","OXYT",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Ofloxacin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Orbifloxacin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Oxacillin",0,1,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Oxytetracycline",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Penicillin",0,4,0,"NI Dominant"
"Bacillus pumilus","Pirlimycin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Pradofloxacin",0,1,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Rifampin",0,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Spectinomycin",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Streptomycin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Sulphadimethoxime",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Sulphadimethoxine",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Sulphathiazole",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Tetracycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus pumilus","Tiamulin",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Ticarcillin",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Tildipirosin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Tilmicosin",0,0,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Tobramycin",0,0,5,"Mixed/Blank Dominant"
"Bacillus pumilus","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Bacillus pumilus","Tulathromycin",0,1,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Tylosin",0,1,4,"Mixed/Blank Dominant"
"Bacillus pumilus","Vancomycin",0,0,4,"Mixed/Blank Dominant"
"Bacillus simplex","Amikacin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Amoxicillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Azithromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Bacitracin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","CTZD",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Cefalexin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Cefiofur",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Cefovecin",0,1,0,"NI Dominant"
"Bacillus simplex","Cefoxitin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Cefpodoxime",0,1,0,"NI Dominant"
"Bacillus simplex","Ceftazidime",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Ceftiofur",1,0,0,"R Dominant"
"Bacillus simplex","Cephalexin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Cephalothin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Chloramphenicol",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Chlortetracycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Ciprofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Clarithromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Clindamycin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Danofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Doxycycline",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Enrofloxacin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Erythromycin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Florfenicol",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Gamithromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Gentamicin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Imipenem",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Marbofloxacin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Minocycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Moxifloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Neomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Nitrofurantoin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Novobiocin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","OXYT",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Ofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Orbifloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Oxacillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Oxytetracycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Penicillin",1,0,0,"R Dominant"
"Bacillus simplex","Pirlimycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Pradofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Rifampin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Spectinomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Streptomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Sulphadimethoxime",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Sulphadimethoxine",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Sulphathiazole",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Tetracycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Tiamulin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Ticarcillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Tildipirosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Tilmicosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Tobramycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Bacillus simplex","Tulathromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Tylosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus simplex","Vancomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus sp.","Amikacin",2,0,10,"Mixed/Blank Dominant"
"Bacillus sp.","Amoxicillin",4,1,29,"Mixed/Blank Dominant"
"Bacillus sp.","Ampicillin",29,0,5,"R Dominant"
"Bacillus sp.","Azithromycin",0,14,116,"Mixed/Blank Dominant"
"Bacillus sp.","Bacitracin",5,0,125,"Mixed/Blank Dominant"
"Bacillus sp.","CTZD",0,0,130,"Mixed/Blank Dominant"
"Bacillus sp.","Cefalexin",0,0,129,"Mixed/Blank Dominant"
"Bacillus sp.","Cefazolin",34,2,10,"R Dominant"
"Bacillus sp.","Cefiofur",0,0,130,"Mixed/Blank Dominant"
"Bacillus sp.","Cefovecin",46,12,29,"R Dominant"
"Bacillus sp.","Cefoxitin",24,0,65,"Mixed/Blank Dominant"
"Bacillus sp.","Cefpodoxime",35,23,29,"R Dominant"
"Bacillus sp.","Ceftazidime",9,0,115,"Mixed/Blank Dominant"
"Bacillus sp.","Ceftiofur",39,0,36,"R Dominant"
"Bacillus sp.","Cephalexin",0,0,130,"Mixed/Blank Dominant"
"Bacillus sp.","Cephalothin",0,13,94,"Mixed/Blank Dominant"
"Bacillus sp.","Chloramphenicol",4,0,10,"Mixed/Blank Dominant"
"Bacillus sp.","Chlortetracycline",1,0,123,"Mixed/Blank Dominant"
"Bacillus sp.","Ciprofloxacin",0,0,125,"Mixed/Blank Dominant"
"Bacillus sp.","Clarithromycin",0,14,116,"Mixed/Blank Dominant"
"Bacillus sp.","Clindamycin",41,0,21,"R Dominant"
"Bacillus sp.","Danofloxacin",0,9,121,"Mixed/Blank Dominant"
"Bacillus sp.","Doxycycline",3,2,10,"Mixed/Blank Dominant"
"Bacillus sp.","Enrofloxacin",5,41,6,"NI Dominant"
"Bacillus sp.","Erythromycin",8,0,10,"Mixed/Blank Dominant"
"Bacillus sp.","Florfenicol",0,0,121,"Mixed/Blank Dominant"
"Bacillus sp.","Gamithromycin",0,2,128,"Mixed/Blank Dominant"
"Bacillus sp.","Gentamicin",1,0,1,"Mixed/Blank Dominant"
"Bacillus sp.","Imipenem",0,0,49,"Mixed/Blank Dominant"
"Bacillus sp.","Marbofloxacin",1,96,29,"NI Dominant"
"Bacillus sp.","Minocycline",0,2,95,"Mixed/Blank Dominant"
"Bacillus sp.","Moxifloxacin",0,5,125,"Mixed/Blank Dominant"
"Bacillus sp.","Neomycin",1,0,116,"Mixed/Blank Dominant"
"Bacillus sp.","Nitrofurantoin",1,0,114,"Mixed/Blank Dominant"
"Bacillus sp.","Novobiocin",0,0,130,"Mixed/Blank Dominant"
"Bacillus sp.","OXYT",0,0,130,"Mixed/Blank Dominant"
"Bacillus sp.","Ofloxacin",0,0,125,"Mixed/Blank Dominant"
"Bacillus sp.","Orbifloxacin",0,0,129,"Mixed/Blank Dominant"
"Bacillus sp.","Oxacillin",41,1,15,"R Dominant"
"Bacillus sp.","Oxytetracycline",1,0,118,"Mixed/Blank Dominant"
"Bacillus sp.","Penicillin",61,62,6,"NI Dominant"
"Bacillus sp.","Pirlimycin",0,0,129,"Mixed/Blank Dominant"
"Bacillus sp.","Pradofloxacin",0,6,120,"Mixed/Blank Dominant"
"Bacillus sp.","Rifampin",2,65,16,"NI Dominant"
"Bacillus sp.","Spectinomycin",2,2,121,"Mixed/Blank Dominant"
"Bacillus sp.","Streptomycin",0,0,130,"Mixed/Blank Dominant"
"Bacillus sp.","Sulphadimethoxime",1,0,126,"Mixed/Blank Dominant"
"Bacillus sp.","Sulphadimethoxine",0,0,124,"Mixed/Blank Dominant"
"Bacillus sp.","Sulphathiazole",0,0,130,"Mixed/Blank Dominant"
"Bacillus sp.","Tetracycline",1,8,77,"Mixed/Blank Dominant"
"Bacillus sp.","Tiamulin",6,0,121,"Mixed/Blank Dominant"
"Bacillus sp.","Ticarcillin",18,0,46,"Mixed/Blank Dominant"
"Bacillus sp.","Tildipirosin",0,2,128,"Mixed/Blank Dominant"
"Bacillus sp.","Tilmicosin",1,0,121,"Mixed/Blank Dominant"
"Bacillus sp.","Tobramycin",0,0,125,"Mixed/Blank Dominant"
"Bacillus sp.","Trimethoprim",26,0,1,"R Dominant"
"Bacillus sp.","Tulathromycin",0,9,121,"Mixed/Blank Dominant"
"Bacillus sp.","Tylosin",0,9,121,"Mixed/Blank Dominant"
"Bacillus sp.","Vancomycin",0,0,125,"Mixed/Blank Dominant"
"Bacillus subtilis","Amikacin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Amoxicillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Azithromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Bacitracin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","CTZD",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Cefalexin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Cefiofur",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Cefovecin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Cefoxitin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Cefpodoxime",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Ceftazidime",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Ceftiofur",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Cephalexin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Cephalothin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Chloramphenicol",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Chlortetracycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Ciprofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Clarithromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Clindamycin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Danofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Doxycycline",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Enrofloxacin",0,1,0,"NI Dominant"
"Bacillus subtilis","Erythromycin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Florfenicol",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Gamithromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Gentamicin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Imipenem",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Marbofloxacin",0,1,0,"NI Dominant"
"Bacillus subtilis","Minocycline",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Moxifloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Neomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Nitrofurantoin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Novobiocin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","OXYT",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Ofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Orbifloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Oxacillin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Oxytetracycline",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Penicillin",0,1,0,"NI Dominant"
"Bacillus subtilis","Pirlimycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Pradofloxacin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Rifampin",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Spectinomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Streptomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Sulphadimethoxime",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Sulphadimethoxine",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Sulphathiazole",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Tetracycline",0,1,0,"NI Dominant"
"Bacillus subtilis","Tiamulin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Ticarcillin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Tildipirosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Tilmicosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Tobramycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Bacillus subtilis","Tulathromycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Tylosin",0,0,1,"Mixed/Blank Dominant"
"Bacillus subtilis","Vancomycin",0,0,1,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Amikacin",0,0,2,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Amoxicillin",2,0,3,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Ampicillin",6,0,0,"R Dominant"
"Bacillus thuringiensis","Azithromycin",0,1,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Bacitracin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","CTZD",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Cefalexin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Cefazolin",4,0,2,"R Dominant"
"Bacillus thuringiensis","Cefiofur",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Cefovecin",2,1,3,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Cefoxitin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Cefpodoxime",1,2,3,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Ceftazidime",1,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Ceftiofur",3,0,3,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Cephalexin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Cephalothin",0,3,2,"NI Dominant"
"Bacillus thuringiensis","Chloramphenicol",1,0,2,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Chlortetracycline",0,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Ciprofloxacin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Clarithromycin",0,1,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Clindamycin",1,0,2,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Danofloxacin",0,1,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Doxycycline",0,1,2,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Enrofloxacin",0,5,1,"NI Dominant"
"Bacillus thuringiensis","Erythromycin",1,0,1,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Florfenicol",0,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Gamithromycin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Gentamicin",0,0,1,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Imipenem",0,0,4,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Marbofloxacin",0,3,3,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Minocycline",0,0,3,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Moxifloxacin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Neomycin",0,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Nitrofurantoin",1,0,4,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Novobiocin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","OXYT",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Ofloxacin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Orbifloxacin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Oxacillin",5,0,1,"R Dominant"
"Bacillus thuringiensis","Oxytetracycline",0,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Penicillin",6,0,0,"R Dominant"
"Bacillus thuringiensis","Pirlimycin",0,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Pradofloxacin",0,2,4,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Rifampin",0,0,2,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Spectinomycin",0,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Streptomycin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Sulphadimethoxime",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Sulphadimethoxine",1,0,4,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Sulphathiazole",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Tetracycline",0,1,1,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Tiamulin",1,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Ticarcillin",1,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Tildipirosin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Tilmicosin",0,0,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Tobramycin",0,0,6,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Trimethoprim",4,0,1,"R Dominant"
"Bacillus thuringiensis","Tulathromycin",0,1,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Tylosin",0,1,5,"Mixed/Blank Dominant"
"Bacillus thuringiensis","Vancomycin",0,0,5,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Amikacin",0,0,0,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Amoxicillin",0,0,0,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Azithromycin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Bacitracin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","CTZD",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Cefalexin",1,0,0,"R Dominant"
"Bergeyella zoohelcum","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Cefiofur",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Cefovecin",1,0,0,"R Dominant"
"Bergeyella zoohelcum","Cefoxitin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Cefpodoxime",1,0,0,"R Dominant"
"Bergeyella zoohelcum","Ceftazidime",1,0,0,"R Dominant"
"Bergeyella zoohelcum","Ceftiofur",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Cephalexin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Cephalothin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Chloramphenicol",1,0,0,"R Dominant"
"Bergeyella zoohelcum","Chlortetracycline",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Ciprofloxacin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Clarithromycin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Clindamycin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Danofloxacin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Doxycycline",0,0,0,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Enrofloxacin",0,2,0,"NI Dominant"
"Bergeyella zoohelcum","Erythromycin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Florfenicol",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Gamithromycin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Gentamicin",0,0,0,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Imipenem",0,0,1,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Marbofloxacin",0,2,0,"NI Dominant"
"Bergeyella zoohelcum","Minocycline",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Moxifloxacin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Neomycin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Nitrofurantoin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Novobiocin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","OXYT",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Ofloxacin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Orbifloxacin",0,2,0,"NI Dominant"
"Bergeyella zoohelcum","Oxacillin",0,0,2,"Mixed/Blank Dominant"
"Bergeyella zoohelcum","Oxytetracycline",0,0,2,"Mixed/Blank Dominant"
